accession	uid	title	organization	taxonomy	sra	geo	Sex	age	cell line	collection_date	geo_loc_name	provider	source_name	treatment	vendor id
SAMN27109289	27109289	lncap_LNCAPPS2B_B12_Tofacitinib_0.305_24	Department of Systems Biology, Columbia University	9606	SRS13705809	GSM5986139	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tofacitinib	CRL-1740
SAMN27109290	27109290	lncap_LNCAPPS2B_A12_Busulfan_0.295_24	Department of Systems Biology, Columbia University	9606	SRS13705807	GSM5986138	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Busulfan	CRL-1740
SAMN27109291	27109291	lncap_LNCAPPS2B_H11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705806	GSM5986137	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109292	27109292	lncap_LNCAPPS2B_G11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705805	GSM5986136	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109293	27109293	lncap_LNCAPPS2B_F11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705804	GSM5986135	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109294	27109294	lncap_LNCAPPS2B_E11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705803	GSM5986134	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109295	27109295	lncap_LNCAPPS2B_D11_Megestrol_0.045_24	Department of Systems Biology, Columbia University	9606	SRS13705802	GSM5986133	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Megestrol	CRL-1740
SAMN27109296	27109296	lncap_LNCAPPS2B_C11_Disulfiram_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13705801	GSM5986132	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Disulfiram	CRL-1740
SAMN27109297	27109297	lncap_LNCAPPS2B_B11_Axitinib_0.14_24	Department of Systems Biology, Columbia University	9606	SRS13705800	GSM5986131	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Axitinib	CRL-1740
SAMN27109298	27109298	lncap_LNCAPPS2B_A11_Rigosertib_0.1_24	Department of Systems Biology, Columbia University	9606	SRS13705799	GSM5986130	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Rigosertib	CRL-1740
SAMN27109299	27109299	lncap_LNCAPPS2B_H10_Flavopiridol_0.055_24	Department of Systems Biology, Columbia University	9606	SRS13705798	GSM5986129	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Flavopiridol	CRL-1740
SAMN27109300	27109300	lncap_LNCAPPS2B_G10_Entinostat_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705797	GSM5986128	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Entinostat	CRL-1740
SAMN27109301	27109301	lncap_LNCAPPS2B_F10_YM155_0.07_24	Department of Systems Biology, Columbia University	9606	SRS13705796	GSM5986127	male	50	LNCaP	missing	missing	ATCC	prostate cancer	YM155	CRL-1740
SAMN27109302	27109302	lncap_LNCAPPS2B_E10_KX2391_0.2_24	Department of Systems Biology, Columbia University	9606	SRS13705795	GSM5986126	male	50	LNCaP	missing	missing	ATCC	prostate cancer	KX2391	CRL-1740
SAMN27109303	27109303	lncap_LNCAPPS2B_D10_GDC0941_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705794	GSM5986125	male	50	LNCaP	missing	missing	ATCC	prostate cancer	GDC0941	CRL-1740
SAMN27109304	27109304	lncap_LNCAPPS2B_C10_SNX2112_0.285_24	Department of Systems Biology, Columbia University	9606	SRS13705793	GSM5986124	male	50	LNCaP	missing	missing	ATCC	prostate cancer	SNX2112	CRL-1740
SAMN27109305	27109305	lncap_LNCAPPS2B_B10_SB743921_0.13_24	Department of Systems Biology, Columbia University	9606	SRS13705792	GSM5986123	male	50	LNCaP	missing	missing	ATCC	prostate cancer	SB743921	CRL-1740
SAMN27109306	27109306	lncap_LNCAPPS2B_A10_MK1775_0.24_24	Department of Systems Biology, Columbia University	9606	SRS13705791	GSM5986122	male	50	LNCaP	missing	missing	ATCC	prostate cancer	MK1775	CRL-1740
SAMN27109307	27109307	lncap_LNCAPPS2B_H9_Obatoclax Mesylate_0.335_24	Department of Systems Biology, Columbia University	9606	SRS13705790	GSM5986121	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Obatoclax Mesylate	CRL-1740
SAMN27109308	27109308	lncap_LNCAPPS2B_G9_Epigallocatechin_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705789	GSM5986120	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Epigallocatechin	CRL-1740
SAMN27109309	27109309	lncap_LNCAPPS2B_F9_Neratinib_0.225_24	Department of Systems Biology, Columbia University	9606	SRS13705788	GSM5986119	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Neratinib	CRL-1740
SAMN27109310	27109310	lncap_LNCAPPS2B_E9_Dinaciclib_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13705787	GSM5986118	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Dinaciclib	CRL-1740
SAMN27109311	27109311	lncap_LNCAPPS2B_D9_Alisertib_10_24	Department of Systems Biology, Columbia University	9606	SRS13705785	GSM5986117	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Alisertib	CRL-1740
SAMN27109312	27109312	lncap_LNCAPPS2B_C9_Foretinib_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13705786	GSM5986116	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Foretinib	CRL-1740
SAMN27109313	27109313	lncap_LNCAPPS2B_B9_MK2206_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704735	GSM5986115	male	50	LNCaP	missing	missing	ATCC	prostate cancer	MK2206	CRL-1740
SAMN27109314	27109314	lncap_LNCAPPS2B_A9_Amuvatinib_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13704734	GSM5986114	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Amuvatinib	CRL-1740
SAMN27109315	27109315	lncap_LNCAPPS2B_H8_HMN214_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704733	GSM5986113	male	50	LNCaP	missing	missing	ATCC	prostate cancer	HMN214	CRL-1740
SAMN27109316	27109316	lncap_LNCAPPS2B_G8_Tivantinib_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704732	GSM5986112	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tivantinib	CRL-1740
SAMN27109317	27109317	lncap_LNCAPPS2B_F8_Linifanib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704731	GSM5986111	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Linifanib	CRL-1740
SAMN27109318	27109318	lncap_LNCAPPS2B_E8_BGJ398_8_24	Department of Systems Biology, Columbia University	9606	SRS13704730	GSM5986110	male	50	LNCaP	missing	missing	ATCC	prostate cancer	BGJ398	CRL-1740
SAMN27109319	27109319	lncap_LNCAPPS2B_D8_JNJ26854165_0.155_24	Department of Systems Biology, Columbia University	9606	SRS13704729	GSM5986109	male	50	LNCaP	missing	missing	ATCC	prostate cancer	JNJ26854165	CRL-1740
SAMN27109320	27109320	lncap_LNCAPPS2B_C8_KW2449_8_24	Department of Systems Biology, Columbia University	9606	SRS13704728	GSM5986108	male	50	LNCaP	missing	missing	ATCC	prostate cancer	KW2449	CRL-1740
SAMN27109321	27109321	lncap_LNCAPPS2B_B8_Cinacalcet_2_24	Department of Systems Biology, Columbia University	9606	SRS13704727	GSM5986107	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cinacalcet	CRL-1740
SAMN27109322	27109322	lncap_LNCAPPS2B_A8_BI2536_1_24	Department of Systems Biology, Columbia University	9606	SRS13704725	GSM5986106	male	50	LNCaP	missing	missing	ATCC	prostate cancer	BI2536	CRL-1740
SAMN27109323	27109323	lncap_LNCAPPS2B_H7_GSK461364_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704726	GSM5986105	male	50	LNCaP	missing	missing	ATCC	prostate cancer	GSK461364	CRL-1740
SAMN27109324	27109324	lncap_LNCAPPS2B_G7_Brivanib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704724	GSM5986104	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Brivanib	CRL-1740
SAMN27109325	27109325	lncap_LNCAPPS2B_F7_PD0325901_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704723	GSM5986103	male	50	LNCaP	missing	missing	ATCC	prostate cancer	PD0325901	CRL-1740
SAMN27109326	27109326	lncap_LNCAPPS2B_E7_PKC412_10_24	Department of Systems Biology, Columbia University	9606	SRS13704722	GSM5986102	male	50	LNCaP	missing	missing	ATCC	prostate cancer	PKC412	CRL-1740
SAMN27109327	27109327	lncap_LNCAPPS2B_D7_Bafetinib_7_24	Department of Systems Biology, Columbia University	9606	SRS13704721	GSM5986101	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bafetinib	CRL-1740
SAMN27109328	27109328	lncap_LNCAPPS2B_C7_Motesanib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704720	GSM5986100	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Motesanib	CRL-1740
SAMN27109329	27109329	lncap_LNCAPPS2B_B7_Alpelisib_0.37_24	Department of Systems Biology, Columbia University	9606	SRS13704718	GSM5986099	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Alpelisib	CRL-1740
SAMN27109330	27109330	lncap_LNCAPPS2B_A7_AZD5363_0.035_24	Department of Systems Biology, Columbia University	9606	SRS13704719	GSM5986098	male	50	LNCaP	missing	missing	ATCC	prostate cancer	AZD5363	CRL-1740
SAMN27109331	27109331	lncap_LNCAPPS2B_H6_Navitoclax_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704716	GSM5986097	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Navitoclax	CRL-1740
SAMN27109332	27109332	lncap_LNCAPPS2B_G6_AZD1480_0.13_24	Department of Systems Biology, Columbia University	9606	SRS13704717	GSM5986096	male	50	LNCaP	missing	missing	ATCC	prostate cancer	AZD1480	CRL-1740
SAMN27109333	27109333	lncap_LNCAPPS2B_F6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704715	GSM5986095	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109334	27109334	lncap_LNCAPPS2B_E6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704714	GSM5986094	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109335	27109335	lncap_LNCAPPS2B_D6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704713	GSM5986093	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109336	27109336	lncap_LNCAPPS2B_C6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704712	GSM5986092	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109337	27109337	lncap_LNCAPPS2B_B6_Bardoxolone Methyl_1_24	Department of Systems Biology, Columbia University	9606	SRS13704711	GSM5986091	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bardoxolone Methyl	CRL-1740
SAMN27109338	27109338	lncap_LNCAPPS2B_A6_Elesclomol_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13704710	GSM5986090	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Elesclomol	CRL-1740
SAMN27109339	27109339	lncap_LNCAPPS2B_H5_Gossypol_2_24	Department of Systems Biology, Columbia University	9606	SRS13704709	GSM5986089	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Gossypol	CRL-1740
SAMN27109340	27109340	lncap_LNCAPPS2B_G5_BKM120_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704708	GSM5986088	male	50	LNCaP	missing	missing	ATCC	prostate cancer	BKM120	CRL-1740
SAMN27109341	27109341	lncap_LNCAPPS2B_F5_AZD2014_0.17_24	Department of Systems Biology, Columbia University	9606	SRS13704707	GSM5986087	male	50	LNCaP	missing	missing	ATCC	prostate cancer	AZD2014	CRL-1740
SAMN27109342	27109342	lncap_LNCAPPS2B_E5_Selumetinib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704706	GSM5986086	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Selumetinib	CRL-1740
SAMN27109343	27109343	lncap_LNCAPPS2B_D5_Saracatinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704705	GSM5986085	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Saracatinib	CRL-1740
SAMN27109344	27109344	lncap_LNCAPPS2B_C5_FK866_8.5_24	Department of Systems Biology, Columbia University	9606	SRS13704704	GSM5986084	male	50	LNCaP	missing	missing	ATCC	prostate cancer	FK866	CRL-1740
SAMN27109345	27109345	lncap_LNCAPPS2B_B5_AUY922_1_24	Department of Systems Biology, Columbia University	9606	SRS13704703	GSM5986083	male	50	LNCaP	missing	missing	ATCC	prostate cancer	AUY922	CRL-1740
SAMN27109346	27109346	lncap_LNCAPPS2B_A5_Sonidegib_8_24	Department of Systems Biology, Columbia University	9606	SRS13704702	GSM5986082	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Sonidegib	CRL-1740
SAMN27109347	27109347	lncap_LNCAPPS2B_H4_Omacetaxine_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704701	GSM5986081	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Omacetaxine	CRL-1740
SAMN27109348	27109348	lncap_LNCAPPS2B_G4_Rosiglitazone_2_24	Department of Systems Biology, Columbia University	9606	SRS13704699	GSM5986080	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Rosiglitazone	CRL-1740
SAMN27109349	27109349	lncap_LNCAPPS2B_F4_Bosentan_1_24	Department of Systems Biology, Columbia University	9606	SRS13704700	GSM5986079	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bosentan	CRL-1740
SAMN27109350	27109350	lncap_LNCAPPS2B_E4_Clarithromycin_1_24	Department of Systems Biology, Columbia University	9606	SRS13704698	GSM5986078	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Clarithromycin	CRL-1740
SAMN27109351	27109351	lncap_LNCAPPS2B_D4_Cyclophosphamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704697	GSM5986077	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cyclophosphamide	CRL-1740
SAMN27109352	27109352	lncap_LNCAPPS2B_C4_Floxuridine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704696	GSM5986076	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Floxuridine	CRL-1740
SAMN27109353	27109353	lncap_LNCAPPS2B_B4_Bicalutamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704695	GSM5986075	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bicalutamide	CRL-1740
SAMN27109354	27109354	lncap_LNCAPPS2B_A4_Finasteride_5.5_24	Department of Systems Biology, Columbia University	9606	SRS13704694	GSM5986074	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Finasteride	CRL-1740
SAMN27109355	27109355	lncap_LNCAPPS2B_H3_Altretamine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704693	GSM5986073	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Altretamine	CRL-1740
SAMN27109356	27109356	lncap_LNCAPPS2B_G3_Leucovorin_2_24	Department of Systems Biology, Columbia University	9606	SRS13704692	GSM5986072	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Leucovorin	CRL-1740
SAMN27109357	27109357	lncap_LNCAPPS2B_F3_Gefitinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704691	GSM5986071	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Gefitinib	CRL-1740
SAMN27109358	27109358	lncap_LNCAPPS2B_E3_Dacarbazine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704690	GSM5986070	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Dacarbazine	CRL-1740
SAMN27109359	27109359	lncap_LNCAPPS2B_D3_Prednisone_1_24	Department of Systems Biology, Columbia University	9606	SRS13704689	GSM5986069	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Prednisone	CRL-1740
SAMN27109360	27109360	lncap_LNCAPPS2B_C3_Azathioprine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704688	GSM5986068	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Azathioprine	CRL-1740
SAMN27109361	27109361	lncap_LNCAPPS2B_B3_Albendazole_2_24	Department of Systems Biology, Columbia University	9606	SRS13704687	GSM5986067	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Albendazole	CRL-1740
SAMN27109362	27109362	lncap_LNCAPPS2B_A3_Bosutinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704686	GSM5986066	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bosutinib	CRL-1740
SAMN27109363	27109363	lncap_LNCAPPS2B_H2_Thalidomide_8.5_24	Department of Systems Biology, Columbia University	9606	SRS13704685	GSM5986065	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Thalidomide	CRL-1740
SAMN27109364	27109364	lncap_LNCAPPS2B_G2_Fludarabine_3_24	Department of Systems Biology, Columbia University	9606	SRS13704684	GSM5986064	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Fludarabine	CRL-1740
SAMN27109365	27109365	lncap_LNCAPPS2B_F2_Oxaliplatin_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704683	GSM5986063	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Oxaliplatin	CRL-1740
SAMN27109366	27109366	lncap_LNCAPPS2B_E2_Arsenic_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704682	GSM5986062	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Arsenic	CRL-1740
SAMN27109367	27109367	lncap_LNCAPPS2B_D2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704681	GSM5986061	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109368	27109368	lncap_LNCAPPS2B_C2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704679	GSM5986060	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109369	27109369	lncap_LNCAPPS2B_B2_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704680	GSM5986059	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109370	27109370	lncap_LNCAPPS2B_A2_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704678	GSM5986058	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109371	27109371	lncap_LNCAPPS2B_H1_Carmustine_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704677	GSM5986057	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Carmustine	CRL-1740
SAMN27109372	27109372	lncap_LNCAPPS2B_G1_Pipobroman_10_24	Department of Systems Biology, Columbia University	9606	SRS13704676	GSM5986056	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pipobroman	CRL-1740
SAMN27109373	27109373	lncap_LNCAPPS2B_F1_Azacitidine_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704675	GSM5986055	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Azacitidine	CRL-1740
SAMN27109374	27109374	lncap_LNCAPPS2B_E1_Amsacrine_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704674	GSM5986054	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Amsacrine	CRL-1740
SAMN27109375	27109375	lncap_LNCAPPS2B_D1_Hydroxyurea_10_24	Department of Systems Biology, Columbia University	9606	SRS13704673	GSM5986053	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Hydroxyurea	CRL-1740
SAMN27109376	27109376	lncap_LNCAPPS2B_C1_Teniposide_1_24	Department of Systems Biology, Columbia University	9606	SRS13704672	GSM5986052	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Teniposide	CRL-1740
SAMN27109377	27109377	lncap_LNCAPPS2B_B1_Melphalan_1_24	Department of Systems Biology, Columbia University	9606	SRS13704671	GSM5986051	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Melphalan	CRL-1740
SAMN27109378	27109378	lncap_LNCAPPS2B_A1_Mechlorethamine_1_24	Department of Systems Biology, Columbia University	9606	SRS13704670	GSM5986050	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mechlorethamine	CRL-1740
SAMN27109379	27109379	lncap_LNCAPPS2A_H12_Dactinomycin_0.00175_24	Department of Systems Biology, Columbia University	9606	SRS13704669	GSM5986049	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Dactinomycin	CRL-1740
SAMN27109380	27109380	lncap_LNCAPPS2A_G12_Erlotinib_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704668	GSM5986048	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Erlotinib	CRL-1740
SAMN27109381	27109381	lncap_LNCAPPS2A_F12_Idarubicin_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13704667	GSM5986047	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Idarubicin	CRL-1740
SAMN27109382	27109382	lncap_LNCAPPS2A_E12_Vorinostat_0.28_24	Department of Systems Biology, Columbia University	9606	SRS13704666	GSM5986046	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vorinostat	CRL-1740
SAMN27109383	27109383	lncap_LNCAPPS2A_D12_Daunorubicin_0.045_24	Department of Systems Biology, Columbia University	9606	SRS13704665	GSM5986045	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Daunorubicin	CRL-1740
SAMN27109384	27109384	lncap_LNCAPPS2A_C12_Thiotepa_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13704664	GSM5986044	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Thiotepa	CRL-1740
SAMN27109385	27109385	lncap_LNCAPPS2A_B12_Tofacitinib_0.305_24	Department of Systems Biology, Columbia University	9606	SRS13704663	GSM5986043	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tofacitinib	CRL-1740
